usa_or_hhsregion,week_ending,variant,share,share_hi,share_lo,nchs_or_count_flag,modeltype,time_interval,published_date
USA,10/22/2022 0:00,BA.4.6,0.113204591,0.125906333,0.101619527,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BF.7,0.06650722,0.075899228,0.058186993,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BQ.1,0.093988135,0.129014984,0.067450456,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BA.2.75,0.015594382,0.01926543,0.012598924,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BQ.1.1,0.071612872,0.104466811,0.0481943,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BA.2.75.2,0.013429973,0.01891657,0.00947215,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BA.2.12.1,1.03E-05,1.27E-05,8.33E-06,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BA.1.1,1.09E-06,1.24E-05,0,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,B.1.617.2,5.89E-07,7.19E-06,0,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,B.1.1.529,2.26E-07,5.09E-06,0,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,Other,0.000185971,0.000341937,9.84E-05,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BA.5,0.621678591,0.663068533,0.578480005,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BA.4,0.00378544,0.004276047,0.003350165,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/22/2022 0:00,BA.2,6.39E-07,9.63E-07,4.20E-07,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.4.6,0.119251385,0.130474493,0.108862638,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BF.7,0.054447364,0.060852595,0.04867281,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BQ.1,0.057626966,0.076407582,0.043122701,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.2.75,0.014343166,0.017421562,0.011791307,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BQ.1.1,0.03619647,0.049892683,0.026048075,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.2.75.2,0.010429993,0.014120537,0.00767006,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.2.12.1,2.29E-05,2.75E-05,1.91E-05,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.1.1,1.90E-06,1.94E-05,3.46E-09,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,B.1.617.2,9.05E-07,9.79E-06,3.33E-10,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,B.1.1.529,4.05E-07,8.08E-06,0,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,Other,0.000256235,0.000451481,0.000142271,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.5,0.70181936,0.728824317,0.673356652,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.4,0.005601342,0.006192185,0.005065938,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.2,1.55E-06,2.28E-06,1.05E-06,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/15/2022 0:00,BA.4.6,0.122120246,0.134265885,0.11092028,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BF.7,0.052955095,0.060755,0.046092115,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BA.2.75,0.012713832,0.016064256,0.010038991,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BQ.1,0.056596011,0.088660546,0.035262208,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BA.2.75.2,0.014365491,0.021528963,0.009484691,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BA.2.12.1,2.20E-05,2.62E-05,1.84E-05,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BQ.1.1,0.057117522,0.091241077,0.034797873,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BA.1.1,3.66E-07,3.13E-06,5.05E-09,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,B.1.617.2,4.52E-07,3.88E-06,6.02E-09,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,B.1.1.529,9.45E-08,1.79E-06,0,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,Other,6.40E-05,0.000115267,3.47E-05,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BA.5,0.678518534,0.71382618,0.641092896,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BA.4,0.005525742,0.006181855,0.004938034,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/15/2022 0:00,BA.2,6.49E-07,9.34E-07,4.48E-07,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.4.6,0.119431108,0.129875541,0.109712362,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BF.7,0.042377915,0.046773564,0.038373988,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BQ.1,0.033591785,0.04281323,0.026254674,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BA.2.75,0.01254228,0.014986885,0.010484733,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BQ.1.1,0.017393859,0.022762442,0.013242106,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BA.2.75.2,0.007701007,0.010059301,0.00587839,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BA.2.12.1,4.87E-05,5.73E-05,4.13E-05,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BA.1.1,3.15E-06,2.86E-05,2.66E-08,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,B.1.617.2,1.32E-06,1.26E-05,6.72E-09,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,B.1.1.529,6.91E-07,1.21E-05,0,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,Other,0.00033565,0.000566607,0.000195409,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BA.5,0.758689046,0.777242959,0.739122629,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BA.4,0.007879931,0.008597495,0.00722121,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BA.2,3.59E-06,5.16E-06,2.49E-06,NULL,smoothed,weekly,10/21/2022 0:00
USA,10/8/2022 0:00,BA.4.6,0.123411611,0.134623781,0.113001741,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BF.7,0.041837823,0.047392935,0.036899477,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.2.75,0.011399264,0.014125504,0.009182947,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BQ.1,0.03305224,0.047496855,0.022758592,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.2.75.2,0.010217102,0.014563098,0.007119533,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.2.12.1,4.74E-05,5.55E-05,4.04E-05,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BQ.1.1,0.024423784,0.036640685,0.016077969,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.1.1,6.92E-07,5.34E-06,1.75E-08,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,B.1.617.2,7.22E-07,5.55E-06,1.86E-08,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,B.1.1.529,1.79E-07,3.03E-06,0,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,Other,9.47E-05,0.000164419,5.35E-05,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.5,0.74764365,0.770148933,0.723748624,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.4,0.007869244,0.008667598,0.007143074,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.2,1.60E-06,2.26E-06,1.13E-06,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/8/2022 0:00,BA.4.6,0.135768533,0.148581415,0.12388806,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,BF.7,0.045911118,0.05393273,0.039012592,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,BA.2.75,0.018360153,0.024444601,0.013728648,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,BA.2.12.1,5.03E-05,5.90E-05,4.29E-05,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,BA.2,9.93E-07,1.30E-06,7.57E-07,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,BA.1.1,6.36E-08,5.60E-07,6.99E-10,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,B.1.617.2,3.00E-07,4.92E-06,0,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,B.1.1.529,3.14E-07,2.09E-06,1.50E-08,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,Other,2.60E-07,8.40E-07,6.55E-08,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,BA.5,0.791729748,0.807130992,0.775452375,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/8/2022 0:00,BA.4,0.008178201,0.009003154,0.007427431,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,BA.4.6,0.119453184,0.129857123,0.109769449,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BF.7,0.03165948,0.035508148,0.028210321,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BA.2.75,0.009789275,0.011909816,0.008035628,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BQ.1,0.018487973,0.024443233,0.013925031,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BA.2.75.2,0.006959986,0.009473738,0.005091355,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BA.2.12.1,9.77E-05,0.000113034,8.44E-05,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BQ.1.1,0.010002992,0.014257555,0.006970721,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BA.1.1,1.25E-06,8.71E-06,5.05E-08,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,B.1.617.2,1.10E-06,7.57E-06,4.70E-08,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,B.1.1.529,3.25E-07,4.90E-06,0,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,Other,0.000134252,0.000224219,7.91E-05,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BA.5,0.792674601,0.808558643,0.775850713,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BA.4,0.010734093,0.011695927,0.009849767,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BA.2,3.79E-06,5.24E-06,2.73E-06,NULL,smoothed,weekly,10/14/2022 0:00
USA,10/1/2022 0:00,BA.4.6,0.127525032,0.141460866,0.114762001,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,BF.7,0.033618771,0.043851051,0.025649264,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,BA.2.12.1,0.000101249,0.000117433,8.73E-05,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,BA.2.75,0.014478078,0.019491244,0.010705215,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,BA.2,1.54E-06,1.95E-06,1.21E-06,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,BA.1.1,1.00E-08,9.08E-08,8.84E-11,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,B.1.617.2,2.91E-06,3.80E-05,0,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,B.1.1.529,4.41E-07,3.46E-06,1.03E-08,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,Other,3.88E-07,1.14E-06,1.14E-07,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,BA.5,0.813213825,0.829735458,0.795502543,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,BA.4,0.011057734,0.012099388,0.010103892,NULL,smoothed,weekly,9/30/2022 0:00
USA,10/1/2022 0:00,BA.4.6,0.126582012,0.137773573,0.11616797,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,BF.7,0.033244159,0.03845929,0.028703788,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,BA.2.75,0.014709314,0.01901832,0.011341293,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,BA.2.12.1,0.000100303,0.000116212,8.65E-05,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,BA.2,2.35E-06,3.02E-06,1.82E-06,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,BA.1.1,1.31E-07,1.05E-06,2.67E-09,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,B.1.617.2,4.74E-07,6.92E-06,0,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,B.1.1.529,5.62E-07,3.56E-06,3.18E-08,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,Other,5.12E-07,1.55E-06,1.42E-07,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,BA.5,0.814573586,0.827394307,0.801038086,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,BA.4,0.010786628,0.011765509,0.00988755,NULL,smoothed,weekly,10/7/2022 0:00
USA,10/1/2022 0:00,B.1.1.529,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BA.1.1,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BA.2,0.003437766,0.005246601,0.002131147,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BA.2.12.1,0.000278886,0.000907886,4.45E-05,1,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BA.2.75,0.011687981,0.014527807,0.009277022,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BA.2.75.2,0.005018735,0.007635789,0.003122802,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BA.4,0.012632536,0.015258087,0.010354014,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BA.4.6,0.107313551,0.121223249,0.094493285,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BA.5,0.801599562,0.820609331,0.781509101,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BF.7,0.029696628,0.034899142,0.025077427,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BQ.1,0.017697994,0.023400204,0.013075188,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,BQ.1.1,0.008761239,0.012895996,0.005683353,0,weighted,weekly,10/21/2022 0:00
USA,10/1/2022 0:00,Other,0.001875104,0.003174074,0.001012107,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.4.6,0.117665663,0.129539326,0.106734745,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,BF.7,0.024062159,0.030464539,0.018947698,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,BA.2.12.1,0.000199814,0.000228812,0.000174436,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,BA.2.75,0.011512931,0.015002813,0.008807234,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,BA.2,3.70E-06,4.62E-06,2.96E-06,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,BA.1.1,2.41E-08,1.99E-07,4.10E-10,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,B.1.617.2,3.99E-06,4.60E-05,0,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,B.1.1.529,7.93E-07,5.84E-06,2.52E-08,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,Other,7.74E-07,2.13E-06,2.47E-07,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,BA.5,0.832135856,0.845538318,0.817833364,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,BA.4,0.014414292,0.015630867,0.013290218,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/24/2022 0:00,BA.4.6,0.117008358,0.126902312,0.107783236,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,BF.7,0.023866287,0.027240081,0.020895237,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,BA.2.75,0.011683704,0.014686689,0.009275073,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,BA.2.12.1,0.000198247,0.000226942,0.000173126,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,BA.2,5.49E-06,6.94E-06,4.33E-06,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,BA.1.1,2.66E-07,1.94E-06,8.82E-09,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,B.1.617.2,7.43E-07,9.60E-06,0,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,B.1.1.529,1.00E-06,6.03E-06,6.67E-08,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,Other,9.99E-07,2.84E-06,3.05E-07,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,BA.5,0.83312887,0.844035506,0.821627319,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,BA.4,0.014106039,0.01525721,0.013039771,NULL,smoothed,weekly,10/7/2022 0:00
USA,9/24/2022 0:00,B.1.1.529,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.1.1,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.2,0.002246601,0.003699816,0.001259282,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.2.12.1,0.000349587,0.001037829,6.95E-05,1,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.2.75,0.008948929,0.011412427,0.006899067,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.2.75.2,0.003990019,0.005665723,0.002708499,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.4,0.013452788,0.017067822,0.010430466,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.4.6,0.11381492,0.127692714,0.100955956,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.5,0.818847895,0.834316075,0.802571356,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BF.7,0.02079156,0.024254089,0.017703546,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BQ.1,0.011142764,0.013991559,0.008743091,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BQ.1.1,0.005437498,0.007961768,0.003552327,0,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,Other,0.000977414,0.001806644,0.000465002,1,weighted,weekly,10/14/2022 0:00
USA,9/24/2022 0:00,BA.4.6,0.119152173,0.133722946,0.105953924,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,BA.2.12.1,0.000197239,0.000225835,0.00017221,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,BF.7,0.022563329,0.030080169,0.016842129,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,BA.2,2.63E-06,3.25E-06,2.12E-06,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,BA.2.75,0.013549251,0.019516617,0.009332907,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,BA.1.1,1.48E-09,1.41E-08,7.62E-12,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,B.1.617.2,5.36E-07,2.57E-05,0,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,B.1.1.529,3.38E-07,5.75E-06,0,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,Other,5.09E-07,1.36E-06,1.69E-07,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,BA.5,0.830699205,0.847067773,0.812988043,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,BA.4,0.013834778,0.014955429,0.012796239,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/24/2022 0:00,B.1.1.529,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,B.1.617.2,6.15E-05,0.00037658,9.85E-07,1,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.1.1,6.82E-05,0.000404357,1.28E-06,1,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.2,0.002207339,0.003385622,0.00135987,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.2.12.1,0.000347056,0.000847985,0.000103464,1,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.2.75,0.008654097,0.010660761,0.006939583,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.2.75.2,0.004038582,0.005457257,0.002910796,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.4,0.012409564,0.01493527,0.010211802,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.4.6,0.111559741,0.124123678,0.099855758,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BA.5,0.822124362,0.836805403,0.806697845,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BF.7,0.020836271,0.024021924,0.017970014,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BQ.1,0.011873508,0.01470265,0.009464607,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,BQ.1.1,0.004627645,0.006364731,0.003265427,0,weighted,weekly,10/21/2022 0:00
USA,9/24/2022 0:00,Other,0.00119216,0.001918659,0.000689511,0,weighted,weekly,10/21/2022 0:00
USA,9/17/2022 0:00,BA.4.6,0.10772264,0.117950425,0.098273404,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,BF.7,0.017087962,0.021023203,0.013863396,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,BA.2.12.1,0.000391261,0.000442701,0.000345714,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,BA.2.75,0.009083725,0.011477157,0.007174342,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,BA.2,8.82E-06,1.08E-05,7.17E-06,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,BA.1.1,5.73E-08,4.32E-07,1.62E-09,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,B.1.617.2,5.43E-06,5.50E-05,1.21E-08,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,B.1.1.529,1.42E-06,9.79E-06,5.96E-08,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,Other,1.53E-06,3.97E-06,5.31E-07,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,BA.5,0.847052634,0.858182609,0.835225284,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,BA.4,0.018644506,0.020051967,0.017333237,NULL,smoothed,weekly,9/30/2022 0:00
USA,9/17/2022 0:00,B.1.1.529,4.53E-05,0.000308963,4.05E-07,1,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,B.1.617.2,8.56E-05,0.00050194,1.71E-06,1,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.1.1,0.000195971,0.000749011,2.01E-05,1,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.2,0.002594085,0.003937316,0.001619786,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.2.12.1,0.00052009,0.001096879,0.000201176,1,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.2.75,0.006166969,0.0082326,0.004508584,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.2.75.2,0.003619341,0.005828371,0.002090519,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.4,0.024333399,0.028213399,0.02085585,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.4.6,0.105506338,0.116703086,0.095040895,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.5,0.829783678,0.841773927,0.817269206,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BF.7,0.019133646,0.021981649,0.016564904,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BQ.1,0.005239521,0.006936293,0.003868684,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BQ.1.1,0.001812211,0.002687801,0.001165519,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,Other,0.000963764,0.001564033,0.000551251,0,weighted,weekly,10/14/2022 0:00
USA,9/17/2022 0:00,BA.4.6,0.108978696,0.121205777,0.09783259,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/17/2022 0:00,BA.2.12.1,0.000387159,0.000437748,0.000342334,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/17/2022 0:00,BF.7,0.016161339,0.020769972,0.012537461,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/17/2022 0:00,BA.2,6.42E-06,7.82E-06,5.26E-06,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/17/2022 0:00,BA.2.75,0.010462419,0.01438814,0.007569264,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/17/2022 0:00,BA.1.1,4.20E-09,3.67E-08,4.96E-11,NULL,smoothed,weekly,9/23/2022 0:00
USA,9/17/2022 0:00,B.1.617.2,8.56E-07,3.61E-05,0,NULL,smoothed,weekly,9/23/2022 0:00
