usa_or_hhsregion,week_ending,variant,share,share_hi,share_lo,nchs_or_count_flag,modeltype,time_interval,published_date
USA,6/11/2022 0:00,B.1.1.529,1.93E-05,0.000126906,9.57E-07,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,1.93E-11,1.50E-10,4.73E-13,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,0.000284531,0.000983518,3.88E-05,1,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.000248289,0.000617221,7.16E-05,1,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,BA.2,0.163998753,0.172579035,0.155680701,0,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.565554023,0.580157042,0.550865173,0,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,BA.4,0.086742468,0.095042177,0.078947164,0,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,BA.4.6,0.00369519,0.005199656,0.002536497,0,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,BA.5,0.177501515,0.19093509,0.164638892,0,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,Other,0.001975255,0.002703829,0.001402122,0,weighted,weekly,10/7/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,0.000280735,0.000928146,4.31E-05,1,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.000251557,0.000624879,7.27E-05,1,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,BA.2,0.163583636,0.172479808,0.154969856,0,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.566542447,0.581290483,0.551705539,0,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,BA.4,0.086738139,0.095238522,0.078766011,0,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,BA.4.6,0.003522218,0.004931801,0.002432434,0,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,BA.5,0.177311093,0.190988839,0.164225489,0,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,Other,0.001770191,0.002446909,0.00124192,0,weighted,weekly,8/19/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,5.59E-05,0.000317503,1.30E-06,1,weighted,weekly,7/5/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,7/5/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.000156117,0.00045429,3.25E-05,1,weighted,weekly,7/5/2022 0:00
USA,6/11/2022 0:00,BA.2,0.163272098,0.172795027,0.154072687,0,weighted,weekly,7/5/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.57465744,0.591720998,0.557459593,0,weighted,weekly,7/5/2022 0:00
USA,6/11/2022 0:00,BA.4,0.08973182,0.099286847,0.080815755,0,weighted,weekly,7/5/2022 0:00
USA,6/11/2022 0:00,BA.5,0.171672598,0.187022209,0.157094911,0,weighted,weekly,7/5/2022 0:00
USA,6/11/2022 0:00,Other,0.000453978,0.000867678,0.000205403,1,weighted,weekly,7/5/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,0.000287792,0.000991766,3.96E-05,1,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.00024914,0.000619897,7.18E-05,1,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,BA.2,0.163845718,0.172530234,0.155430034,0,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.565717936,0.580586135,0.550760567,0,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,BA.4,0.086724252,0.09512119,0.07884331,0,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,BA.4.6,0.003722547,0.005236837,0.002556051,0,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,BA.5,0.17754437,0.19120498,0.164473489,0,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,Other,0.001908258,0.002617258,0.001351387,0,weighted,weekly,9/23/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,0.000285374,0.0009827,3.94E-05,1,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.000246941,0.000614964,7.10E-05,1,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,BA.2,0.163865432,0.172503114,0.155493677,0,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.564810753,0.579831541,0.549700201,0,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,BA.4,0.086794555,0.09516909,0.078932941,0,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,BA.4.6,0.003698416,0.005204502,0.002538528,0,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,BA.5,0.178396106,0.192196265,0.165193841,0,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,Other,0.001902445,0.002606543,0.001348971,0,weighted,weekly,9/16/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,4.97E-05,0.000277142,1.26E-06,1,weighted,weekly,7/12/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,7/12/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.000165193,0.000430488,4.34E-05,1,weighted,weekly,7/12/2022 0:00
USA,6/11/2022 0:00,BA.2,0.164157838,0.172843397,0.155740514,0,weighted,weekly,7/12/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.571087301,0.586732924,0.555334389,0,weighted,weekly,7/12/2022 0:00
USA,6/11/2022 0:00,BA.4,0.089715339,0.098424159,0.08154095,0,weighted,weekly,7/12/2022 0:00
USA,6/11/2022 0:00,BA.5,0.174434036,0.188356742,0.161137149,0,weighted,weekly,7/12/2022 0:00
USA,6/11/2022 0:00,Other,0.000390604,0.000739294,0.000179381,1,weighted,weekly,7/12/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,0.000292064,0.000982691,4.28E-05,1,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.000249558,0.000621347,7.18E-05,1,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,BA.2,0.163750514,0.172534481,0.155241653,0,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.565970123,0.580766261,0.551085293,0,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,BA.4,0.086823978,0.095280498,0.078889921,0,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,BA.4.6,0.003558063,0.004956242,0.002472697,0,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,BA.5,0.177570969,0.191228464,0.164502829,0,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,Other,0.001784733,0.002483042,0.00124236,0,weighted,weekly,9/2/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,0.000285603,0.000988836,3.88E-05,1,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.000248414,0.000617448,7.17E-05,1,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,BA.2,0.164063424,0.172648787,0.155740455,0,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.565563619,0.58018887,0.550852299,0,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,BA.4,0.086594515,0.094888091,0.078805521,0,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,BA.4.6,0.003694727,0.005199001,0.002536181,0,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,BA.5,0.177606672,0.191083729,0.164703727,0,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,Other,0.001943029,0.002666835,0.001374838,0,weighted,weekly,9/30/2022 0:00
USA,6/11/2022 0:00,B.1.1.529,7.40E-05,0.000279482,7.90E-06,1,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,B.1.617.2,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BA.1.1,0.000247106,0.000614877,7.12E-05,1,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BA.2,0.165199995,0.173776209,0.156883374,0,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BA.2.12.1,0.564448059,0.579027116,0.549784958,0,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BA.2.75.2,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BA.4,0.086664878,0.094960883,0.078873314,0,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BA.4.6,0.003771006,0.005285379,0.002601044,0,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BA.5,0.177606419,0.191062465,0.164722726,0,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BQ.1,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,BQ.1.1,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,6/11/2022 0:00,Other,0.001988509,0.002724695,0.001409839,0,weighted,weekly,10/21/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000916296,0.002640414,0.000194653,1,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000184238,0.00091414,7.66E-06,1,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001446401,0.004954764,0.000201552,1,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,BA.2,0.223936558,0.235915765,0.212289423,0,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.612295747,0.62547344,0.598993719,0,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,BA.4,0.062433604,0.070313491,0.055190071,0,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.002126766,0.003111251,0.00139164,0,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,BA.5,0.095068581,0.104424268,0.086290419,0,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,Other,0.001591796,0.002299355,0.001058228,0,weighted,weekly,8/12/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000906883,0.002637159,0.000188789,1,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000183266,0.000908981,7.63E-06,1,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001462299,0.005015518,0.000203078,1,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,BA.2,0.224778637,0.236984119,0.212915793,0,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.611564457,0.624954641,0.598046839,0,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,BA.4,0.062311027,0.070163622,0.055091806,0,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.002130875,0.003120279,0.001392639,0,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,BA.5,0.095013008,0.104398385,0.086209059,0,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,Other,0.001649544,0.002374852,0.001101147,0,weighted,weekly,8/2/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000814619,0.002251634,0.000189495,1,weighted,weekly,7/19/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000248741,0.000947445,2.58E-05,1,weighted,weekly,7/19/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001633815,0.00484719,0.000324559,1,weighted,weekly,7/19/2022 0:00
USA,6/4/2022 0:00,BA.2,0.225206807,0.237298042,0.213450968,0,weighted,weekly,7/19/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.610358953,0.62406671,0.596519172,0,weighted,weekly,7/19/2022 0:00
USA,6/4/2022 0:00,BA.4,0.06404791,0.071675673,0.057003267,0,weighted,weekly,7/19/2022 0:00
USA,6/4/2022 0:00,BA.5,0.096077546,0.105622046,0.087126642,0,weighted,weekly,7/19/2022 0:00
USA,6/4/2022 0:00,Other,0.001611621,0.002364557,0.001050768,0,weighted,weekly,7/19/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.00098281,0.002473939,0.000276519,1,weighted,weekly,7/26/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000242188,0.000920001,2.53E-05,1,weighted,weekly,7/26/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001589495,0.004715922,0.00031575,1,weighted,weekly,7/26/2022 0:00
USA,6/4/2022 0:00,BA.2,0.224419042,0.236604229,0.212576181,0,weighted,weekly,7/26/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.612860262,0.626159847,0.599433303,0,weighted,weekly,7/26/2022 0:00
USA,6/4/2022 0:00,BA.4,0.064113349,0.072085276,0.056775298,0,weighted,weekly,7/26/2022 0:00
USA,6/4/2022 0:00,BA.5,0.094208144,0.103778236,0.085247196,0,weighted,weekly,7/26/2022 0:00
USA,6/4/2022 0:00,Other,0.001584691,0.002309442,0.00104196,0,weighted,weekly,7/26/2022 0:00
USA,6/4/2022 0:00,BA.2,0.247791216,0.272776574,0.224363998,NULL,smoothed,weekly,6/7/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.621877015,0.657263041,0.585170329,NULL,smoothed,weekly,6/7/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,1.25E-12,5.23E-12,2.00E-13,NULL,smoothed,weekly,6/7/2022 0:00
USA,6/4/2022 0:00,Other,0.000617685,0.001201887,0.000306317,NULL,smoothed,weekly,6/7/2022 0:00
USA,6/4/2022 0:00,BA.4,0.05381725,0.074983075,0.038200248,NULL,smoothed,weekly,6/7/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.000179265,0.000230886,0.000138905,NULL,smoothed,weekly,6/7/2022 0:00
USA,6/4/2022 0:00,BA.5,0.075700767,0.100961879,0.056190554,NULL,smoothed,weekly,6/7/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,1.68E-05,3.74E-05,7.11E-06,NULL,smoothed,weekly,6/7/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000912747,0.002629178,0.000194065,1,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000183021,0.000907414,7.63E-06,1,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001438058,0.004928066,0.000200191,1,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,BA.2,0.224657297,0.236809105,0.212845415,0,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.611681521,0.625027239,0.598209023,0,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,BA.4,0.06239938,0.070248663,0.055182073,0,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.002121878,0.003106416,0.001387146,0,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,BA.5,0.09496516,0.104303353,0.086203061,0,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,Other,0.001640924,0.002363477,0.0010948,0,weighted,weekly,8/9/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000690266,0.00237607,9.52E-05,1,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000180262,0.000917349,6.76E-06,1,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001432141,0.004934001,0.000196556,1,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BA.2,0.223450616,0.235414162,0.211819381,0,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.612297058,0.625197053,0.599277914,0,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BA.2.75.2,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BA.4,0.062509,0.070426218,0.055233151,0,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.00232554,0.003433326,0.001504259,0,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BA.5,0.094662383,0.103837125,0.086046308,0,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BQ.1,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,BQ.1.1,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,Other,0.002452729,0.003300689,0.001776696,0,weighted,weekly,10/14/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000143547,0.000432746,2.76E-05,1,weighted,weekly,6/28/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000181275,0.00106982,3.49E-06,1,weighted,weekly,6/28/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.000429633,0.001120483,0.000112776,1,weighted,weekly,6/28/2022 0:00
USA,6/4/2022 0:00,BA.2,0.224881411,0.238212526,0.211957514,0,weighted,weekly,6/28/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.618535578,0.633025885,0.603885412,0,weighted,weekly,6/28/2022 0:00
USA,6/4/2022 0:00,BA.4,0.060344342,0.066668466,0.054451838,0,weighted,weekly,6/28/2022 0:00
USA,6/4/2022 0:00,BA.5,0.094945349,0.105117418,0.085452855,0,weighted,weekly,6/28/2022 0:00
USA,6/4/2022 0:00,Other,0.000538868,0.001028037,0.000244485,1,weighted,weekly,6/28/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000942504,0.002700742,0.000202712,1,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000180414,0.00091802,6.77E-06,1,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001433699,0.004940193,0.000196681,1,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,BA.2,0.222236976,0.234097421,0.210705832,0,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.613005996,0.625912428,0.599979401,0,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,BA.4,0.062516175,0.070450932,0.055225436,0,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.002326234,0.003434257,0.00150476,0,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,BA.5,0.094897844,0.104111843,0.086245663,0,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,Other,0.00246018,0.003313547,0.001780289,0,weighted,weekly,9/9/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000976346,0.002791067,0.000211082,1,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000180953,0.000915743,6.94E-06,1,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001433159,0.004943636,0.000196043,1,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,BA.2,0.222658098,0.234584332,0.211063847,0,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.612794995,0.625739455,0.599729896,0,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,BA.4,0.062656984,0.070615865,0.055344436,0,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.002124556,0.003107381,0.001390552,0,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,BA.5,0.094998464,0.10430634,0.086262874,0,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,Other,0.002176476,0.002988187,0.001539403,0,weighted,weekly,8/26/2022 0:00
USA,6/4/2022 0:00,BA.4,0.053713046,0.067176461,0.042763051,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.660398245,0.686338067,0.633474231,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/4/2022 0:00,BA.2,0.207753599,0.2249621,0.191524118,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,9.40E-11,6.73E-10,3.37E-12,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,3.17E-05,0.000162908,3.29E-06,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/4/2022 0:00,Other,0.000551404,0.000930063,0.000321282,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/4/2022 0:00,BA.5,0.077399887,0.096535511,0.061712254,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.000152095,0.000194985,0.000118413,NULL,smoothed,weekly,6/14/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000943794,0.002704336,0.000203006,1,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000180398,0.000918311,6.76E-06,1,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001432703,0.004935451,0.000196685,1,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,BA.2,0.22237125,0.234214425,0.210856169,0,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.613040149,0.625923753,0.60003686,0,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,BA.4,0.062518351,0.070438169,0.055240203,0,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.002326258,0.003434483,0.001504669,0,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,BA.5,0.094739653,0.103927158,0.086111829,0,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,Other,0.002447426,0.003295864,0.001771383,0,weighted,weekly,10/7/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000973361,0.002783003,0.00021036,1,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000180912,0.000915774,6.93E-06,1,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001439817,0.004946389,0.00019911,1,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,BA.2,0.222893953,0.234827131,0.211292624,0,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.612696469,0.625675857,0.599595904,0,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,BA.4,0.062377952,0.070344523,0.055061746,0,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.002124228,0.003107024,0.001390267,0,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,BA.5,0.095137119,0.104496934,0.086354889,0,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,Other,0.002176224,0.002987838,0.001539228,0,weighted,weekly,8/19/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.00020301,0.000523363,5.46E-05,1,weighted,weekly,7/5/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000165682,0.000970005,3.31E-06,1,weighted,weekly,7/5/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.00048575,0.001132222,0.00015799,1,weighted,weekly,7/5/2022 0:00
USA,6/4/2022 0:00,BA.2,0.22415854,0.236558884,0.212113127,0,weighted,weekly,7/5/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.617457688,0.631133854,0.603640676,0,weighted,weekly,7/5/2022 0:00
USA,6/4/2022 0:00,BA.4,0.061431646,0.068257913,0.055096511,0,weighted,weekly,7/5/2022 0:00
USA,6/4/2022 0:00,BA.5,0.095545381,0.105467364,0.086266875,0,weighted,weekly,7/5/2022 0:00
USA,6/4/2022 0:00,Other,0.000552272,0.001019068,0.000263459,1,weighted,weekly,7/5/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.000947254,0.002714142,0.000203767,1,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000180828,0.000920413,6.78E-06,1,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.001436543,0.004948487,0.00019723,1,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,BA.2,0.222176284,0.234057084,0.210626021,0,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.613247454,0.626142263,0.600232422,0,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,BA.4,0.062487304,0.070432007,0.055188447,0,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,BA.4.6,0.002331769,0.003442376,0.001508368,0,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,BA.5,0.094737381,0.103942469,0.086094059,0,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,Other,0.002455207,0.003306182,0.001777115,0,weighted,weekly,9/23/2022 0:00
USA,6/4/2022 0:00,B.1.1.529,0.00018491,0.000665427,2.26E-05,1,weighted,weekly,6/21/2022 0:00
USA,6/4/2022 0:00,B.1.617.2,0.000245057,0.001663004,2.24E-06,1,weighted,weekly,6/21/2022 0:00
USA,6/4/2022 0:00,BA.1.1,0.000122528,0.000831722,1.12E-06,1,weighted,weekly,6/21/2022 0:00
USA,6/4/2022 0:00,BA.2,0.217820093,0.237702966,0.19886905,0,weighted,weekly,6/21/2022 0:00
USA,6/4/2022 0:00,BA.2.12.1,0.63109231,0.648303568,0.613627493,0,weighted,weekly,6/21/2022 0:00
USA,6/4/2022 0:00,BA.4,0.059098162,0.067623302,0.051352922,0,weighted,weekly,6/21/2022 0:00
