variant,week_ending,share
BA.4.6,2022-10-22,0.113204591
BF.7,2022-10-22,0.06650722
BQ.1,2022-10-22,0.093988135
BA.2.75,2022-10-22,0.015594382
BQ.1.1,2022-10-22,0.071612872
BA.2.75.2,2022-10-22,0.013429973
Other,2022-10-22,1.03e-05
Other,2022-10-22,1.09e-06
Other,2022-10-22,5.89e-07
Other,2022-10-22,2.26e-07
Other,2022-10-22,0.000185971
BA.5,2022-10-22,0.621678591
Other,2022-10-22,0.00378544
Other,2022-10-22,6.39e-07
BA.4.6,2022-10-15,0.119251385
BF.7,2022-10-15,0.054447364
BQ.1,2022-10-15,0.057626966
BA.2.75,2022-10-15,0.014343166
BQ.1.1,2022-10-15,0.03619647
BA.2.75.2,2022-10-15,0.010429993
Other,2022-10-15,2.29e-05
Other,2022-10-15,1.9e-06
Other,2022-10-15,9.05e-07
Other,2022-10-15,4.05e-07
Other,2022-10-15,0.000256235
BA.5,2022-10-15,0.70181936
Other,2022-10-15,0.005601342
Other,2022-10-15,1.55e-06
BA.4.6,2022-10-15,0.122120246
BF.7,2022-10-15,0.052955095
BA.2.75,2022-10-15,0.012713832
BQ.1,2022-10-15,0.056596011
BA.2.75.2,2022-10-15,0.014365491
Other,2022-10-15,2.2e-05
BQ.1.1,2022-10-15,0.057117522
Other,2022-10-15,3.66e-07
Other,2022-10-15,4.52e-07
Other,2022-10-15,9.45e-08
Other,2022-10-15,6.4e-05
BA.5,2022-10-15,0.678518534
Other,2022-10-15,0.005525742
Other,2022-10-15,6.49e-07
BA.4.6,2022-10-08,0.119431108
BF.7,2022-10-08,0.042377915
BQ.1,2022-10-08,0.033591785
BA.2.75,2022-10-08,0.01254228
BQ.1.1,2022-10-08,0.017393859
Other,2022-10-08,0.007701007
Other,2022-10-08,4.87e-05
Other,2022-10-08,3.15e-06
Other,2022-10-08,1.32e-06
Other,2022-10-08,6.91e-07
Other,2022-10-08,0.00033565
BA.5,2022-10-08,0.758689046
Other,2022-10-08,0.007879931
Other,2022-10-08,3.59e-06
BA.4.6,2022-10-08,0.123411611
BF.7,2022-10-08,0.041837823
BA.2.75,2022-10-08,0.011399264
BQ.1,2022-10-08,0.03305224
BA.2.75.2,2022-10-08,0.010217102
Other,2022-10-08,4.74e-05
BQ.1.1,2022-10-08,0.024423784
Other,2022-10-08,6.92e-07
Other,2022-10-08,7.22e-07
Other,2022-10-08,1.79e-07
Other,2022-10-08,9.47e-05
BA.5,2022-10-08,0.74764365
Other,2022-10-08,0.007869244
Other,2022-10-08,1.6e-06
BA.4.6,2022-10-08,0.135768533
BF.7,2022-10-08,0.045911118
BA.2.75,2022-10-08,0.018360153
Other,2022-10-08,5.03e-05
Other,2022-10-08,9.93e-07
Other,2022-10-08,6.36e-08
Other,2022-10-08,3e-07
Other,2022-10-08,3.14e-07
Other,2022-10-08,2.6e-07
BA.5,2022-10-08,0.791729748
Other,2022-10-08,0.008178201
BA.4.6,2022-10-01,0.119453184
BF.7,2022-10-01,0.03165948
Other,2022-10-01,0.009789275
BQ.1,2022-10-01,0.018487973
Other,2022-10-01,0.006959986
Other,2022-10-01,9.77e-05
BQ.1.1,2022-10-01,0.010002992
Other,2022-10-01,1.25e-06
Other,2022-10-01,1.1e-06
Other,2022-10-01,3.25e-07
Other,2022-10-01,0.000134252
BA.5,2022-10-01,0.792674601
BA.4,2022-10-01,0.010734093
Other,2022-10-01,3.79e-06
BA.4.6,2022-10-01,0.127525032
BF.7,2022-10-01,0.033618771
Other,2022-10-01,0.000101249
BA.2.75,2022-10-01,0.014478078
Other,2022-10-01,1.54e-06
Other,2022-10-01,1e-08
Other,2022-10-01,2.91e-06
Other,2022-10-01,4.41e-07
Other,2022-10-01,3.88e-07
BA.5,2022-10-01,0.813213825
BA.4,2022-10-01,0.011057734
BA.4.6,2022-10-01,0.126582012
BF.7,2022-10-01,0.033244159
BA.2.75,2022-10-01,0.014709314
Other,2022-10-01,0.000100303
Other,2022-10-01,2.35e-06
Other,2022-10-01,1.31e-07
Other,2022-10-01,4.74e-07
Other,2022-10-01,5.62e-07
Other,2022-10-01,5.12e-07
BA.5,2022-10-01,0.814573586
BA.4,2022-10-01,0.010786628
Other,2022-10-01,0.0
Other,2022-10-01,0.0
Other,2022-10-01,0.0
Other,2022-10-01,0.003437766
Other,2022-10-01,0.000278886
BA.2.75,2022-10-01,0.011687981
Other,2022-10-01,0.005018735
BA.4,2022-10-01,0.012632536
BA.4.6,2022-10-01,0.107313551
BA.5,2022-10-01,0.801599562
BF.7,2022-10-01,0.029696628
BQ.1,2022-10-01,0.017697994
Other,2022-10-01,0.008761239
Other,2022-10-01,0.001875104
BA.4.6,2022-09-24,0.117665663
BF.7,2022-09-24,0.024062159
Other,2022-09-24,0.000199814
BA.2.75,2022-09-24,0.011512931
Other,2022-09-24,3.7e-06
Other,2022-09-24,2.41e-08
Other,2022-09-24,3.99e-06
Other,2022-09-24,7.93e-07
Other,2022-09-24,7.74e-07
BA.5,2022-09-24,0.832135856
BA.4,2022-09-24,0.014414292
BA.4.6,2022-09-24,0.117008358
BF.7,2022-09-24,0.023866287
BA.2.75,2022-09-24,0.011683704
Other,2022-09-24,0.000198247
Other,2022-09-24,5.49e-06
Other,2022-09-24,2.66e-07
Other,2022-09-24,7.43e-07
Other,2022-09-24,1e-06
Other,2022-09-24,9.99e-07
BA.5,2022-09-24,0.83312887
BA.4,2022-09-24,0.014106039
Other,2022-09-24,0.0
Other,2022-09-24,0.0
Other,2022-09-24,0.0
Other,2022-09-24,0.002246601
Other,2022-09-24,0.000349587
Other,2022-09-24,0.008948929
Other,2022-09-24,0.003990019
BA.4,2022-09-24,0.013452788
BA.4.6,2022-09-24,0.11381492
BA.5,2022-09-24,0.818847895
BF.7,2022-09-24,0.02079156
BQ.1,2022-09-24,0.011142764
Other,2022-09-24,0.005437498
Other,2022-09-24,0.000977414
BA.4.6,2022-09-24,0.119152173
Other,2022-09-24,0.000197239
BF.7,2022-09-24,0.022563329
Other,2022-09-24,2.63e-06
BA.2.75,2022-09-24,0.013549251
Other,2022-09-24,1.48e-09
Other,2022-09-24,5.36e-07
Other,2022-09-24,3.38e-07
Other,2022-09-24,5.09e-07
BA.5,2022-09-24,0.830699205
BA.4,2022-09-24,0.013834778
Other,2022-09-24,0.0
Other,2022-09-24,6.15e-05
Other,2022-09-24,6.82e-05
Other,2022-09-24,0.002207339
Other,2022-09-24,0.000347056
Other,2022-09-24,0.008654097
Other,2022-09-24,0.004038582
BA.4,2022-09-24,0.012409564
BA.4.6,2022-09-24,0.111559741
BA.5,2022-09-24,0.822124362
BF.7,2022-09-24,0.020836271
BQ.1,2022-09-24,0.011873508
Other,2022-09-24,0.004627645
Other,2022-09-24,0.00119216
BA.4.6,2022-09-17,0.10772264
BF.7,2022-09-17,0.017087962
Other,2022-09-17,0.000391261
Other,2022-09-17,0.009083725
Other,2022-09-17,8.82e-06
Other,2022-09-17,5.73e-08
Other,2022-09-17,5.43e-06
Other,2022-09-17,1.42e-06
Other,2022-09-17,1.53e-06
BA.5,2022-09-17,0.847052634
BA.4,2022-09-17,0.018644506
Other,2022-09-17,4.53e-05
Other,2022-09-17,8.56e-05
Other,2022-09-17,0.000195971
Other,2022-09-17,0.002594085
Other,2022-09-17,0.00052009
Other,2022-09-17,0.006166969
Other,2022-09-17,0.003619341
BA.4,2022-09-17,0.024333399
BA.4.6,2022-09-17,0.105506338
BA.5,2022-09-17,0.829783678
BF.7,2022-09-17,0.019133646
Other,2022-09-17,0.005239521
Other,2022-09-17,0.001812211
Other,2022-09-17,0.000963764
BA.4.6,2022-09-17,0.108978696
Other,2022-09-17,0.000387159
BF.7,2022-09-17,0.016161339
Other,2022-09-17,6.42e-06
BA.2.75,2022-09-17,0.010462419
Other,2022-09-17,4.2e-09
Other,2022-09-17,8.56e-07
Other,2022-09-17,6.49e-07
Other,2022-09-17,1.04e-06
BA.5,2022-09-17,0.846028268
BA.4,2022-09-17,0.017973127
Other,2022-09-17,0.0
Other,2022-09-17,8.74e-05
Other,2022-09-17,0.000202146
Other,2022-09-17,0.002876084
Other,2022-09-17,0.000509384
BA.2.75,2022-09-17,0.010071138
BA.4,2022-09-17,0.024264384
BA.4.6,2022-09-17,0.105216749
BA.5,2022-09-17,0.838114023
BF.7,2022-09-17,0.018627575
Other,2022-09-17,3.12e-05
BA.4.6,2022-09-17,0.102998801
Other,2022-09-17,0.000374286
Other,2022-09-17,4.83e-06
BF.7,2022-09-17,0.017254325
BA.2.75,2022-09-17,0.013438567
Other,2022-09-17,2.55e-10
Other,2022-09-17,0.0
Other,2022-09-17,2.27e-07
Other,2022-09-17,5.91e-07
BA.5,2022-09-17,0.848413229
BA.4,2022-09-17,0.017515143
Other,2022-09-17,4.23e-05
Other,2022-09-17,8.52e-05
Other,2022-09-17,0.000183082
Other,2022-09-17,0.002654188
Other,2022-09-17,0.000549846
Other,2022-09-17,0.006500711
Other,2022-09-17,0.003613958
BA.4,2022-09-17,0.02466269
BA.4.6,2022-09-17,0.106111735
BA.5,2022-09-17,0.828356028
BF.7,2022-09-17,0.019199388
Other,2022-09-17,0.00531564
Other,2022-09-17,0.001761236
Other,2022-09-17,0.000963972
BA.4.6,2022-09-10,0.091804869
Other,2022-09-10,0.000700414
Other,2022-09-10,1.42e-10
Other,2022-09-10,0.0
Other,2022-09-10,2.26e-07
Other,2022-09-10,1.03e-06
BA.5,2022-09-10,0.874987006
BA.4,2022-09-10,0.02202311
BA.2,2022-09-10,0.010483368
Other,2022-09-10,0.0
Other,2022-09-10,0.0
Other,2022-09-10,8.5e-05
Other,2022-09-10,0.001512059
Other,2022-09-10,0.002058051
Other,2022-09-10,0.004744608
Other,2022-09-10,0.001833679
BA.4,2022-09-10,0.026496381
BA.4.6,2022-09-10,0.103003651
BA.5,2022-09-10,0.840930998
BF.7,2022-09-10,0.013242093
Other,2022-09-10,0.003365115
Other,2022-09-10,0.00087377
Other,2022-09-10,0.001854616
BA.4.6,2022-09-10,0.098935217
Other,2022-09-10,0.000754318
BF.7,2022-09-10,0.011490032
Other,2022-09-10,1.55e-05
Other,2022-09-10,0.00801897
Other,2022-09-10,1.19e-08
Other,2022-09-10,1.36e-06
Other,2022-09-10,1.24e-06
Other,2022-09-10,2.1e-06
BA.5,2022-09-10,0.857603848
BA.4,2022-09-10,0.023177348
Other,2022-09-10,0.0
Other,2022-09-10,9.16e-05
Other,2022-09-10,8.8e-05
Other,2022-09-10,0.002179136
Other,2022-09-10,0.001861642
Other,2022-09-10,0.006726546
BA.4,2022-09-10,0.025586715
BA.4.6,2022-09-10,0.103794962
BA.5,2022-09-10,0.846869111
BF.7,2022-09-10,0.012626432
Other,2022-09-10,0.000175931
BA.4.6,2022-09-10,0.094203375
Other,2022-09-10,0.000732293
Other,2022-09-10,1.2e-05
BF.7,2022-09-10,0.012149922
Other,2022-09-10,0.009945332
Other,2022-09-10,8.53e-10
Other,2022-09-10,0.0
Other,2022-09-10,4.76e-07
Other,2022-09-10,1.25e-06
BA.5,2022-09-10,0.860293567
BA.4,2022-09-10,0.022661811
Other,2022-09-10,0.0
Other,2022-09-10,0.00010765
Other,2022-09-10,9.65e-05
Other,2022-09-10,0.002229073
Other,2022-09-10,0.002004432
Other,2022-09-10,0.007108837
BA.4,2022-09-10,0.024318714
BA.4.6,2022-09-10,0.102056436
BA.5,2022-09-10,0.848448873
BF.7,2022-09-10,0.01343647
Other,2022-09-10,0.000193027
Other,2022-09-10,0.0
Other,2022-09-10,0.0
Other,2022-09-10,0.000107635
Other,2022-09-10,0.001526411
Other,2022-09-10,0.002030825
Other,2022-09-10,0.004790215
Other,2022-09-10,0.001783225
BA.4,2022-09-10,0.026152583
BA.4.6,2022-09-10,0.102354988
BA.5,2022-09-10,0.842065632
BF.7,2022-09-10,0.013083378
Other,2022-09-10,0.003398713
Other,2022-09-10,0.00088563
Other,2022-09-10,0.001820773
BA.4.6,2022-09-03,0.083492957
Other,2022-09-03,0.001364416
Other,2022-09-03,5.25e-10
Other,2022-09-03,0.0
Other,2022-09-03,5.11e-07
Other,2022-09-03,2.19e-06
BA.5,2022-09-03,0.879124522
BA.4,2022-09-03,0.028330958
Other,2022-09-03,0.007684413
BA.4.6,2022-09-03,0.084222518
Other,2022-09-03,0.001352961
Other,2022-09-03,6.91e-11
Other,2022-09-03,0.0
Other,2022-09-03,4.92e-07
Other,2022-09-03,1.03e-06
BA.5,2022-09-03,0.886284053
BA.4,2022-09-03,0.028100798
Other,2022-09-03,3.81e-05
Other,2022-09-03,4.73e-05
Other,2022-09-03,3.18e-05
Other,2022-09-03,0.000425271
Other,2022-09-03,0.002366542
Other,2022-09-03,0.002508139
Other,2022-09-03,0.004063996
Other,2022-09-03,0.002071004
BA.4,2022-09-03,0.033878662
BA.4.6,2022-09-03,0.091190189
BA.5,2022-09-03,0.852691293
Other,2022-09-03,0.008269357
Other,2022-09-03,0.000961138
Other,2022-09-03,0.000159501
Other,2022-09-03,0.001335856
Other,2022-09-03,0.00011695
Other,2022-09-03,3.32e-05
Other,2022-09-03,0.000248239
Other,2022-09-03,0.003228029
Other,2022-09-03,0.00247799
Other,2022-09-03,0.00572109
BA.4,2022-09-03,0.033224374
BA.4.6,2022-09-03,0.091908708
BA.5,2022-09-03,0.855437636
Other,2022-09-03,0.007572767
Other,2022-09-03,3.1e-05
BA.4.6,2022-09-03,0.085485935
Other,2022-09-03,0.001421547
Other,2022-09-03,2.93e-05
Other,2022-09-03,0.008488733
Other,2022-09-03,0.007302634
Other,2022-09-03,2.83e-09
Other,2022-09-03,0.0
Other,2022-09-03,1e-06
Other,2022-09-03,2.61e-06
BA.5,2022-09-03,0.868174553
BA.4,2022-09-03,0.029093634
Other,2022-09-03,5.18e-05
Other,2022-09-03,0.0
Other,2022-09-03,0.000258273
Other,2022-09-03,0.002769984
Other,2022-09-03,0.002401965
Other,2022-09-03,0.006071899
BA.4,2022-09-03,0.032532439
BA.4.6,2022-09-03,0.091724873
BA.5,2022-09-03,0.85659647
Other,2022-09-03,0.007592321
Other,2022-09-03,0.0
Other,2022-09-03,8.7e-05
Other,2022-09-03,4.85e-05
Other,2022-09-03,0.00025346
Other,2022-09-03,0.002971891
Other,2022-09-03,0.002613285
Other,2022-09-03,0.005886898
BA.4,2022-09-03,0.033023503
BA.4.6,2022-09-03,0.090733849
BA.5,2022-09-03,0.856815815
Other,2022-09-03,0.007565797
Other,2022-09-03,0.0
Other,2022-09-03,9.29e-05
Other,2022-09-03,3.07e-05
Other,2022-09-03,0.000426816
Other,2022-09-03,0.002350176
Other,2022-09-03,0.002513888
Other,2022-09-03,0.004035308
Other,2022-09-03,0.00206178
BA.4,2022-09-03,0.033908125
BA.4.6,2022-09-03,0.091107853
BA.5,2022-09-03,0.852786303
Other,2022-09-03,0.008240885
Other,2022-09-03,0.000957801
Other,2022-09-03,0.000157345
Other,2022-09-03,0.001330187
Other,2022-08-27,0.002461413
BA.4.6,2022-08-27,0.075025357
Other,2022-08-27,9.6e-11
Other,2022-08-27,0.0
Other,2022-08-27,6.45e-07
Other,2022-08-27,1.51e-06
BA.4,2022-08-27,0.035891175
BA.5,2022-08-27,0.886546075
Other,2022-08-27,7.38e-05
BA.4.6,2022-08-27,0.075401977
Other,2022-08-27,0.00263929
Other,2022-08-27,1.93e-09
Other,2022-08-27,0.0
Other,2022-08-27,1.16e-06
Other,2022-08-27,4.62e-06
BA.5,2022-08-27,0.880135715
BA.4,2022-08-27,0.036193352
Other,2022-08-27,0.00562387
BA.4.6,2022-08-27,0.075718954
Other,2022-08-27,0.002619613
Other,2022-08-27,2.85e-10
Other,2022-08-27,0.0
Other,2022-08-27,1.12e-06
Other,2022-08-27,2.28e-06
BA.5,2022-08-27,0.885689616
BA.4,2022-08-27,0.035882741
Other,2022-08-27,8.57e-05
Other,2022-08-27,0.0
Other,2022-08-27,0.0
Other,2022-08-27,0.00021813
Other,2022-08-27,0.002287464
Other,2022-08-27,0.004114968
Other,2022-08-27,0.003298851
Other,2022-08-27,0.00134847
BA.4,2022-08-27,0.0410356
BA.4.6,2022-08-27,0.078718156
BA.5,2022-08-27,0.860645711
Other,2022-08-27,0.006354167
Other,2022-08-27,0.001000024
Other,2022-08-27,0.0
Other,2022-08-27,0.000978478
Other,2022-08-27,6.62e-05
Other,2022-08-27,0.0
Other,2022-08-27,0.000218913
Other,2022-08-27,0.002654038
Other,2022-08-27,0.004027279
Other,2022-08-27,0.00450958
BA.4,2022-08-27,0.040767513
BA.4.6,2022-08-27,0.079572953
BA.5,2022-08-27,0.86237973
Other,2022-08-27,0.00573748
Other,2022-08-27,6.62e-05
Other,2022-08-27,8.25e-05
Other,2022-08-27,0.0
Other,2022-08-27,0.000183691
Other,2022-08-27,0.002669813
Other,2022-08-27,0.003948635
Other,2022-08-27,0.004657644
BA.4,2022-08-27,0.040824082
BA.4.6,2022-08-27,0.07832814
BA.5,2022-08-27,0.863314629
Other,2022-08-27,0.005908381
Other,2022-08-27,8.25e-05
Other,2022-08-27,0.0
Other,2022-08-27,0.0
Other,2022-08-27,0.00020344
Other,2022-08-27,0.00253036
Other,2022-08-27,0.003924163
Other,2022-08-27,0.004805235
BA.4,2022-08-27,0.041443665
BA.4.6,2022-08-27,0.077460155
BA.5,2022-08-27,0.863485754
Other,2022-08-27,0.0061472
Other,2022-08-27,0.0
Other,2022-08-27,8.09e-05
Other,2022-08-27,0.0
Other,2022-08-27,0.00022011
Other,2022-08-27,0.002599481
Other,2022-08-27,0.004064729
Other,2022-08-27,0.004562449
BA.4,2022-08-27,0.040609211
BA.4.6,2022-08-27,0.079138994
BA.5,2022-08-27,0.86292088
Other,2022-08-27,0.005722341
Other,2022-08-27,8.09e-05
Other,2022-08-27,0.0
Other,2022-08-27,0.0
Other,2022-08-27,0.000217895
Other,2022-08-27,0.002334716
Other,2022-08-27,0.004107584
Other,2022-08-27,0.003331915
Other,2022-08-27,0.00133613
BA.4,2022-08-27,0.040908989
BA.4.6,2022-08-27,0.078461632
BA.5,2022-08-27,0.860923827
Other,2022-08-27,0.00640423
Other,2022-08-27,0.00100089
Other,2022-08-27,0.0
Other,2022-08-27,0.000972211
Other,2022-08-20,0.004772786
BA.4.6,2022-08-20,0.067061432
Other,2022-08-20,4.22e-10
Other,2022-08-20,0.0
Other,2022-08-20,1.61e-06
Other,2022-08-20,3.42e-06
BA.4,2022-08-20,0.045604378
BA.5,2022-08-20,0.882388115
Other,2022-08-20,0.000168293
BA.4.6,2022-08-20,0.067555919
Other,2022-08-20,0.005033515
Other,2022-08-20,1.17e-09
Other,2022-08-20,0.0
Other,2022-08-20,2.57e-06
Other,2022-08-20,5e-06
BA.5,2022-08-20,0.881715477
BA.4,2022-08-20,0.045493718
Other,2022-08-20,0.000193805
Other,2022-08-20,3.65e-05
Other,2022-08-20,0.0
Other,2022-08-20,2.97e-05
Other,2022-08-20,0.003180583
Other,2022-08-20,0.006242336
Other,2022-08-20,0.003482661
Other,2022-08-20,0.000392796
BA.4,2022-08-20,0.045895807
BA.4.6,2022-08-20,0.069363974
BA.5,2022-08-20,0.865053773
Other,2022-08-20,0.004026486
Other,2022-08-20,0.000709577
Other,2022-08-20,0.0
Other,2022-08-20,0.001585757
Other,2022-08-20,0.0
Other,2022-08-20,0.0
Other,2022-08-20,4.07e-05
Other,2022-08-20,0.007625595
Other,2022-08-20,0.005770264
BA.4,2022-08-20,0.044151142
BA.4.6,2022-08-20,0.068407968
BA.5,2022-08-20,0.873700619
Other,2022-08-20,0.000303706
Other,2022-08-20,5.46e-05
Other,2022-08-20,0.0
Other,2022-08-20,3.07e-05
Other,2022-08-20,0.004056532
Other,2022-08-20,0.006206195
Other,2022-08-20,0.003829215
BA.4,2022-08-20,0.044656526
BA.4.6,2022-08-20,0.070224047
BA.5,2022-08-20,0.866727412
Other,2022-08-20,0.003876779
Other,2022-08-20,0.000337991
Other,2022-08-20,5.4e-05
Other,2022-08-20,0.0
Other,2022-08-20,3.12e-05
Other,2022-08-20,0.003740167
Other,2022-08-20,0.006212069
Other,2022-08-20,0.003826676
BA.4,2022-08-20,0.044505216
BA.4.6,2022-08-20,0.070830271
BA.5,2022-08-20,0.866748393
Other,2022-08-20,0.003698432
Other,2022-08-20,0.000353621
Other,2022-08-20,0.004522975
BA.4.6,2022-08-20,0.06283199
Other,2022-08-20,1.45e-10
Other,2022-08-20,5.64e-09
Other,2022-08-20,1.22e-06
Other,2022-08-20,2.69e-06
BA.4,2022-08-20,0.043422658
BA.5,2022-08-20,0.889068305
Other,2022-08-20,0.000150133
Other,2022-08-20,3.63e-05
Other,2022-08-20,0.0
Other,2022-08-20,3.15e-05
Other,2022-08-20,0.003584739
Other,2022-08-20,0.006049877
Other,2022-08-20,0.003880734
BA.4,2022-08-20,0.044613183
BA.4.6,2022-08-20,0.070869967
BA.5,2022-08-20,0.866841257
Other,2022-08-20,0.003771356
Other,2022-08-20,0.000321149
Other,2022-08-20,5.46e-05
Other,2022-08-20,0.0
Other,2022-08-20,3.09e-05
Other,2022-08-20,0.003776834
Other,2022-08-20,0.006176255
Other,2022-08-20,0.0037922
BA.4,2022-08-20,0.04463999
BA.4.6,2022-08-20,0.070440046
BA.5,2022-08-20,0.866886258
Other,2022-08-20,0.003858303
Other,2022-08-20,0.000344662
Other,2022-08-20,3.61e-05
Other,2022-08-20,0.0
Other,2022-08-20,2.91e-05
Other,2022-08-20,0.003319899
Other,2022-08-20,0.00615965
Other,2022-08-20,0.003443933
Other,2022-08-20,0.000389461
BA.4,2022-08-20,0.045691594
BA.4.6,2022-08-20,0.068612799
BA.5,2022-08-20,0.866003454
Other,2022-08-20,0.004053621
Other,2022-08-20,0.000702386
Other,2022-08-20,0.0
Other,2022-08-20,0.001557957
Other,2022-08-13,0.009165472
BA.4.6,2022-08-13,0.059365351
Other,2022-08-13,1.84e-09
Other,2022-08-13,0.0
Other,2022-08-13,3.98e-06
Other,2022-08-13,7.7e-06
BA.4,2022-08-13,0.057418112
BA.5,2022-08-13,0.87365365
Other,2022-08-13,0.000385743
Other,2022-08-13,0.008040856
BA.4.6,2022-08-13,0.051376581
Other,2022-08-13,2.64e-10
Other,2022-08-13,3.71e-09
Other,2022-08-13,2.24e-06
Other,2022-08-13,2.25e-06
BA.4,2022-08-13,0.052566312
Other,2022-08-13,0.000288283
BA.5,2022-08-13,0.887723446
Other,2022-08-13,0.000141404
Other,2022-08-13,0.0
Other,2022-08-13,0.000151556
Other,2022-08-13,0.004583513
BA.2.12.1,2022-08-13,0.012156945
Other,2022-08-13,0.00177445
Other,2022-08-13,0.000166003
BA.4,2022-08-13,0.059759226
BA.4.6,2022-08-13,0.063464262
BA.5,2022-08-13,0.853315651
Other,2022-08-13,0.003547123
Other,2022-08-13,8e-05
Other,2022-08-13,0.0
Other,2022-08-13,0.00085987
Other,2022-08-13,9.73e-05
Other,2022-08-13,0.0
Other,2022-08-13,0.000144678
Other,2022-08-13,0.006484652
BA.2.12.1,2022-08-13,0.011488602
BA.4,2022-08-13,0.058977615
BA.4.6,2022-08-13,0.063996285
BA.5,2022-08-13,0.858512759
Other,2022-08-13,0.000298111
Other,2022-08-13,0.00014148
Other,2022-08-13,0.0
Other,2022-08-13,0.00014246
Other,2022-08-13,0.004761742
BA.2.12.1,2022-08-13,0.012114016
Other,2022-08-13,0.001950747
BA.4,2022-08-13,0.059375547
BA.4.6,2022-08-13,0.063806191
BA.5,2022-08-13,0.854047537
Other,2022-08-13,0.003368258
Other,2022-08-13,0.000292018
Other,2022-08-13,0.000146042
Other,2022-08-13,0.0
Other,2022-08-13,0.000143776
Other,2022-08-13,0.004634136
BA.2.12.1,2022-08-13,0.012095496
Other,2022-08-13,0.001981044
BA.4,2022-08-13,0.059465069
BA.4.6,2022-08-13,0.064114265
BA.5,2022-08-13,0.853798211
Other,2022-08-13,0.00333998
Other,2022-08-13,0.000281969
Other,2022-08-13,0.008752378
BA.4.6,2022-08-13,0.056267817
Other,2022-08-13,6.77e-10
Other,2022-08-13,1.59e-08
Other,2022-08-13,3.14e-06
Other,2022-08-13,6.17e-06
BA.4,2022-08-13,0.054984089
BA.5,2022-08-13,0.879640102
Other,2022-08-13,0.000346315
Other,2022-08-13,0.000120234
Other,2022-08-13,0.0
Other,2022-08-13,0.000143801
Other,2022-08-13,0.004411827
BA.2.12.1,2022-08-13,0.011851467
Other,2022-08-13,0.002058204
BA.4,2022-08-13,0.059270475
BA.4.6,2022-08-13,0.064137585
BA.5,2022-08-13,0.854363799
Other,2022-08-13,0.003359339
Other,2022-08-13,0.000283274
Other,2022-08-13,0.00012096
Other,2022-08-13,0.0
Other,2022-08-13,0.00015226
Other,2022-08-13,0.006655952
BA.2.12.1,2022-08-13,0.011318169
BA.4,2022-08-13,0.057940412
BA.4.6,2022-08-13,0.061373111
BA.5,2022-08-13,0.862103224
Other,2022-08-13,0.000335892
Other,2022-08-13,0.000142942
Other,2022-08-13,0.0
Other,2022-08-13,0.000143287
Other,2022-08-13,0.004732557
BA.2.12.1,2022-08-13,0.012138313
Other,2022-08-13,0.001953367
BA.4,2022-08-13,0.059455279
BA.4.6,2022-08-13,0.063794412
BA.5,2022-08-13,0.85402751
Other,2022-08-13,0.003314566
Other,2022-08-13,0.000297763
Other,2022-08-13,0.000141256
Other,2022-08-13,0.0
Other,2022-08-13,0.00015175
Other,2022-08-13,0.004603428
BA.2.12.1,2022-08-13,0.012111516
Other,2022-08-13,0.001768066
Other,2022-08-13,0.000163599
BA.4,2022-08-13,0.059898488
BA.4.6,2022-08-13,0.0634185
BA.5,2022-08-13,0.853286147
Other,2022-08-13,0.003521583
Other,2022-08-13,7.99e-05
Other,2022-08-13,0.0
Other,2022-08-13,0.000855781
BA.2.12.1,2022-08-06,0.01560657
BA.4.6,2022-08-06,0.046362776
Other,2022-08-06,1.3e-09
Other,2022-08-06,1.16e-08
Other,2022-08-06,5.94e-06
Other,2022-08-06,5.48e-06
BA.4,2022-08-06,0.066584677
Other,2022-08-06,0.000683038
BA.5,2022-08-06,0.8707515
Other,2022-08-06,3.16e-05
Other,2022-08-06,0.0
Other,2022-08-06,7.88e-05
Other,2022-08-06,0.006071469
BA.2.12.1,2022-08-06,0.022886334
Other,2022-08-06,0.00203203
Other,2022-08-06,0.0
BA.4,2022-08-06,0.072231583
BA.4.6,2022-08-06,0.049661517
BA.5,2022-08-06,0.843357742
Other,2022-08-06,0.002236811
Other,2022-08-06,5.94e-05
Other,2022-08-06,0.0
Other,2022-08-06,0.001352647
Other,2022-08-06,3.31e-05
Other,2022-08-06,0.0
Other,2022-08-06,8.11e-05
Other,2022-08-06,0.007738987
BA.2.12.1,2022-08-06,0.022491938
BA.4,2022-08-06,0.071705133
BA.4.6,2022-08-06,0.051271725
BA.5,2022-08-06,0.846542001
Other,2022-08-06,0.000136003
Other,2022-08-06,0.0
Other,2022-08-06,0.0
Other,2022-08-06,0.000101354
Other,2022-08-06,0.007179755
BA.2.12.1,2022-08-06,0.022190357
BA.4,2022-08-06,0.072251059
BA.4.6,2022-08-06,0.05063042
BA.5,2022-08-06,0.847603977
Other,2022-08-06,4.31e-05
Other,2022-08-06,8.05e-05
Other,2022-08-06,0.0
Other,2022-08-06,7.88e-05
Other,2022-08-06,0.006191914
BA.2.12.1,2022-08-06,0.022941576
Other,2022-08-06,0.001938576
BA.4,2022-08-06,0.071606554
BA.4.6,2022-08-06,0.05032577
BA.5,2022-08-06,0.844378054
Other,2022-08-06,0.002298149
Other,2022-08-06,0.000160058
Other,2022-08-06,8.51e-05
Other,2022-08-06,0.0
Other,2022-08-06,7.88e-05
Other,2022-08-06,0.006177957
BA.2.12.1,2022-08-06,0.022848241
Other,2022-08-06,0.001945232
BA.4,2022-08-06,0.071493946
BA.4.6,2022-08-06,0.050592829
