variant,week_ending,share
Other,2022-04-09,0.000229709
BA.1.1,2022-04-09,0.100181594
BA.2,2022-04-09,0.731861293
BA.2.12.1,2022-04-09,0.156679809
Other,2022-04-09,0.000224214
Other,2022-04-09,0.000131143
Other,2022-04-09,0.001396559
B.1.1.529,2022-04-09,0.010810828
Other,2022-04-09,8.6e-05
BA.1.1,2022-04-09,0.101594836
BA.2,2022-04-09,0.749182522
BA.2.12.1,2022-04-09,0.136805847
Other,2022-04-09,0.001519964
BA.2.12.1,2022-04-09,0.113857441
BA.1.1,2022-04-09,0.121051647
BA.2,2022-04-09,0.7546736
Other,2022-04-09,2.63e-10
B.1.1.529,2022-04-09,0.010417291
Other,2022-04-09,7.12e-10
Other,2022-04-09,0.009537063
Other,2022-04-09,0.000178994
BA.1.1,2022-04-09,0.098559357
BA.2,2022-04-09,0.750711143
BA.2.12.1,2022-04-09,0.138618514
Other,2022-04-09,0.00239494
Other,2022-04-09,0.008986768
Other,2022-04-09,0.000173241
BA.1.1,2022-04-09,0.098867543
BA.2,2022-04-09,0.733768404
BA.2.12.1,2022-04-09,0.155440569
Other,2022-04-09,0.000217674
Other,2022-04-09,0.000130751
Other,2022-04-09,0.002415021
Other,2022-04-09,0.009501709
Other,2022-04-09,0.000178775
BA.1.1,2022-04-09,0.098540239
BA.2,2022-04-09,0.750321209
BA.2.12.1,2022-04-09,0.139057606
Other,2022-04-09,0.002400458
BA.1.1,2022-04-09,0.131074488
Other,2022-04-09,3.75e-05
B.1.1.529,2022-04-09,0.010354959
Other,2022-04-09,1.94e-10
BA.2,2022-04-09,0.858533084
Other,2022-04-09,0.009223114
Other,2022-04-09,0.000172719
BA.1.1,2022-04-09,0.09886647
BA.2,2022-04-09,0.733735383
BA.2.12.1,2022-04-09,0.155243382
Other,2022-04-09,0.000217705
Other,2022-04-09,0.000129632
Other,2022-04-09,0.002411622
Other,2022-04-09,0.009175793
Other,2022-04-09,0.000172813
BA.1.1,2022-04-09,0.098899677
BA.2,2022-04-09,0.733706236
BA.2.12.1,2022-04-09,0.15528968
Other,2022-04-09,0.000217508
Other,2022-04-09,0.0
Other,2022-04-09,0.000130131
Other,2022-04-09,0.002408163
Other,2022-04-09,0.009197373
Other,2022-04-09,0.000229814
BA.1.1,2022-04-09,0.100862004
BA.2,2022-04-09,0.748224676
BA.2.12.1,2022-04-09,0.139799848
Other,2022-04-09,0.000224268
Other,2022-04-09,0.000131453
Other,2022-04-09,0.001330568
Other,2022-04-09,0.008740578
Other,2022-04-09,0.000197002
BA.1.1,2022-04-09,0.099015117
BA.2,2022-04-09,0.734405398
BA.2.12.1,2022-04-09,0.154906571
Other,2022-04-09,0.0
Other,2022-04-09,0.0
Other,2022-04-09,0.000216476
Other,2022-04-09,0.0
Other,2022-04-09,0.000131336
Other,2022-04-09,0.0
Other,2022-04-09,0.0
Other,2022-04-09,0.0
Other,2022-04-09,0.002387524
Other,2022-04-09,0.009232669
Other,2022-04-09,0.000230358
BA.1.1,2022-04-09,0.100238994
BA.2,2022-04-09,0.731654763
BA.2.12.1,2022-04-09,0.156785354
Other,2022-04-09,0.000223785
Other,2022-04-09,0.000133171
Other,2022-04-09,0.001500899
Other,2022-04-09,0.00908138
Other,2022-04-09,0.000201201
BA.1.1,2022-04-09,0.099203445
BA.2,2022-04-09,0.733215153
BA.2.12.1,2022-04-09,0.15554446
Other,2022-04-09,0.000217452
Other,2022-04-09,0.0
Other,2022-04-09,0.000131656
Other,2022-04-09,0.002405285
Other,2022-04-09,0.009088757
Other,2022-04-09,0.000173254
BA.1.1,2022-04-09,0.099145278
BA.2,2022-04-09,0.733534336
BA.2.12.1,2022-04-09,0.15530245
Other,2022-04-09,0.000217636
Other,2022-04-09,0.0
Other,2022-04-09,0.00013074
Other,2022-04-09,0.002407567
Other,2022-04-09,0.009030817
Other,2022-04-09,0.000197023
BA.1.1,2022-04-09,0.099125862
BA.2,2022-04-09,0.733914375
BA.2.12.1,2022-04-09,0.154997081
Other,2022-04-09,0.0
Other,2022-04-09,0.000216418
Other,2022-04-09,0.0
Other,2022-04-09,0.000131715
Other,2022-04-09,0.0
Other,2022-04-09,0.002386731
Other,2022-04-09,0.00908351
Other,2022-04-09,0.000173192
BA.1.1,2022-04-09,0.099233605
BA.2,2022-04-09,0.733585477
BA.2.12.1,2022-04-09,0.155170202
Other,2022-04-09,0.00021734
Other,2022-04-09,0.0
Other,2022-04-09,0.000130906
Other,2022-04-09,0.00240577
Other,2022-04-09,0.009206603
Other,2022-04-09,0.000229617
BA.1.1,2022-04-09,0.100006446
BA.2,2022-04-09,0.732321739
BA.2.12.1,2022-04-09,0.156386867
Other,2022-04-09,0.000223853
Other,2022-04-09,0.000131783
Other,2022-04-09,0.001493101
Other,2022-04-09,0.009085355
Other,2022-04-09,0.000201505
BA.1.1,2022-04-09,0.099263117
BA.2,2022-04-09,0.732949018
BA.2.12.1,2022-04-09,0.155753076
Other,2022-04-09,0.0
Other,2022-04-09,0.000217492
Other,2022-04-09,0.0
Other,2022-04-09,0.000132147
Other,2022-04-09,0.0
Other,2022-04-09,0.002398281
Other,2022-04-09,0.009259824
Other,2022-04-09,0.000229576
BA.1.1,2022-04-09,0.100191534
BA.2,2022-04-09,0.731594145
BA.2.12.1,2022-04-09,0.156867012
Other,2022-04-09,0.000223842
Other,2022-04-09,0.000131583
Other,2022-04-09,0.001502468
Other,2022-04-09,0.00940051
Other,2022-04-09,0.000162504
BA.1.1,2022-04-09,0.098545142
BA.2,2022-04-09,0.751079142
BA.2.12.1,2022-04-09,0.138467908
Other,2022-04-09,0.002344808
Other,2022-04-09,0.009051423
Other,2022-04-09,0.000200679
BA.1.1,2022-04-09,0.099123701
BA.2,2022-04-09,0.733428001
BA.2.12.1,2022-04-09,0.155428395
Other,2022-04-09,0.0
Other,2022-04-09,0.000216721
Other,2022-04-09,0.0
Other,2022-04-09,0.000131828
Other,2022-04-09,0.0
Other,2022-04-09,0.002419275
Other,2022-04-09,0.009136091
Other,2022-04-09,0.000176872
BA.1.1,2022-04-09,0.101329572
BA.2,2022-04-09,0.730954409
BA.2.12.1,2022-04-09,0.156552851
Other,2022-04-09,0.000223735
Other,2022-04-09,0.000132378
Other,2022-04-09,0.001494069
Other,2022-04-09,0.009083495
Other,2022-04-09,0.000201151
BA.1.1,2022-04-09,0.099195793
BA.2,2022-04-09,0.733372748
BA.2.12.1,2022-04-09,0.1553922
Other,2022-04-09,0.000217524
Other,2022-04-09,0.0
Other,2022-04-09,0.000131291
Other,2022-04-09,0.002405772
Other,2022-04-09,0.009530539
Other,2022-04-09,0.000178789
BA.1.1,2022-04-09,0.098706968
BA.2,2022-04-09,0.749370039
BA.2.12.1,2022-04-09,0.139798954
Other,2022-04-09,0.002414703
Other,2022-04-09,0.009043451
Other,2022-04-09,0.000200549
BA.1.1,2022-04-09,0.099234365
BA.2,2022-04-09,0.733774543
BA.2.12.1,2022-04-09,0.155011848
Other,2022-04-09,0.0
Other,2022-04-09,0.000216484
Other,2022-04-09,0.0
Other,2022-04-09,0.000131466
Other,2022-04-09,0.0
Other,2022-04-09,0.002387274
Other,2022-04-09,0.008859223
Other,2022-04-09,0.000124626
BA.1.1,2022-04-09,0.099109471
BA.2,2022-04-09,0.748210132
BA.2.12.1,2022-04-09,0.141896725
Other,2022-04-09,0.001799808
Other,2022-04-09,0.008733754
Other,2022-04-09,0.000197092
BA.1.1,2022-04-09,0.098999567
BA.2,2022-04-09,0.734315336
BA.2.12.1,2022-04-09,0.155019715
Other,2022-04-09,0.0
Other,2022-04-09,0.0
Other,2022-04-09,0.000216384
Other,2022-04-09,0.0
Other,2022-04-09,0.000131684
Other,2022-04-09,0.0
Other,2022-04-09,0.0
Other,2022-04-09,0.0
Other,2022-04-09,0.002386455
B.1.1.529,2022-04-02,0.021117596
Other,2022-04-02,0.000307997
BA.1.1,2022-04-02,0.188793808
BA.2,2022-04-02,0.704601347
BA.2.12.1,2022-04-02,0.08123789
Other,2022-04-02,3.79e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000702703
Other,2022-04-02,0.003200799
B.1.1.529,2022-04-02,0.021111142
Other,2022-04-02,0.000308035
BA.1.1,2022-04-02,0.188684255
BA.2,2022-04-02,0.70476675
BA.2.12.1,2022-04-02,0.081194036
Other,2022-04-02,3.81e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000697907
Other,2022-04-02,0.003199805
B.1.1.529,2022-04-02,0.020809121
Other,2022-04-02,0.000319281
BA.1.1,2022-04-02,0.193125635
BA.2,2022-04-02,0.701622248
BA.2.12.1,2022-04-02,0.082413509
Other,2022-04-02,4.11e-05
Other,2022-04-02,0.000705872
Other,2022-04-02,0.000963199
BA.1.1,2022-04-02,0.253275245
BA.2,2022-04-02,0.721567988
Other,2022-04-02,1.35e-09
B.1.1.529,2022-04-02,0.025156232
Other,2022-04-02,4.94e-07
B.1.1.529,2022-04-02,0.032812629
Other,2022-04-02,0.0
BA.1.1,2022-04-02,0.179444626
BA.2,2022-04-02,0.718907118
BA.2.12.1,2022-04-02,0.068835616
Other,2022-04-02,0.0
B.1.1.529,2022-04-02,0.020553939
Other,2022-04-02,8.54e-05
BA.1.1,2022-04-02,0.184238046
BA.2,2022-04-02,0.716968954
BA.2.12.1,2022-04-02,0.076321937
Other,2022-04-02,0.001831643
B.1.1.529,2022-04-02,0.020589352
Other,2022-04-02,0.000333414
BA.1.1,2022-04-02,0.186858535
BA.2,2022-04-02,0.715907812
BA.2.12.1,2022-04-02,0.074185826
Other,2022-04-02,0.002125052
B.1.1.529,2022-04-02,0.020367706
Other,2022-04-02,0.000308888
BA.1.1,2022-04-02,0.188481033
BA.2,2022-04-02,0.705352306
BA.2.12.1,2022-04-02,0.081544265
Other,2022-04-02,3.87e-05
Other,2022-04-02,0.000699998
Other,2022-04-02,0.003207123
B.1.1.529,2022-04-02,0.020268254
Other,2022-04-02,0.000321061
BA.1.1,2022-04-02,0.185362175
BA.2,2022-04-02,0.717235446
BA.2.12.1,2022-04-02,0.074734159
Other,2022-04-02,0.002078914
B.1.1.529,2022-04-02,0.021130189
Other,2022-04-02,1.29e-09
Other,2022-04-02,3.65e-05
BA.2,2022-04-02,0.754195213
BA.1.1,2022-04-02,0.224638134
B.1.1.529,2022-04-02,0.021154029
Other,2022-04-02,0.000307676
BA.1.1,2022-04-02,0.18879512
BA.2,2022-04-02,0.704699695
BA.2.12.1,2022-04-02,0.081119306
Other,2022-04-02,3.83e-05
Other,2022-04-02,0.000691683
Other,2022-04-02,0.003194216
B.1.1.529,2022-04-02,0.021126313
Other,2022-04-02,0.000307564
BA.1.1,2022-04-02,0.188806996
BA.2,2022-04-02,0.704740822
BA.2.12.1,2022-04-02,0.081090577
Other,2022-04-02,3.81e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.0006951
Other,2022-04-02,0.003194537
B.1.1.529,2022-04-02,0.020506483
Other,2022-04-02,0.000320717
BA.1.1,2022-04-02,0.193534255
BA.2,2022-04-02,0.708783746
BA.2.12.1,2022-04-02,0.075265788
Other,2022-04-02,4.13e-05
Other,2022-04-02,0.000708305
Other,2022-04-02,0.000839356
B.1.1.529,2022-04-02,0.019486044
Other,2022-04-02,0.000344008
BA.1.1,2022-04-02,0.18925041
BA.2,2022-04-02,0.705764115
BA.2.12.1,2022-04-02,0.081272706
Other,2022-04-02,0.0
Other,2022-04-02,0.0
Other,2022-04-02,3.75e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000703997
Other,2022-04-02,0.0
Other,2022-04-02,0.0
Other,2022-04-02,0.0
Other,2022-04-02,0.003141238
B.1.1.529,2022-04-02,0.020797865
Other,2022-04-02,0.000318452
BA.1.1,2022-04-02,0.193089977
BA.2,2022-04-02,0.701673687
BA.2.12.1,2022-04-02,0.082406327
Other,2022-04-02,4.1e-05
Other,2022-04-02,0.000710406
Other,2022-04-02,0.000962302
B.1.1.529,2022-04-02,0.021041054
Other,2022-04-02,0.000354468
BA.1.1,2022-04-02,0.18909356
BA.2,2022-04-02,0.703972936
BA.2.12.1,2022-04-02,0.081658348
Other,2022-04-02,3.77e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000706052
Other,2022-04-02,0.00313582
B.1.1.529,2022-04-02,0.021258855
Other,2022-04-02,0.00035447
BA.1.1,2022-04-02,0.188771144
BA.2,2022-04-02,0.704256773
BA.2.12.1,2022-04-02,0.081523925
Other,2022-04-02,3.8e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000700103
Other,2022-04-02,0.003096729
B.1.1.529,2022-04-02,0.020869898
Other,2022-04-02,0.000343965
BA.1.1,2022-04-02,0.189366162
BA.2,2022-04-02,0.704255342
BA.2.12.1,2022-04-02,0.081309997
Other,2022-04-02,0.0
Other,2022-04-02,3.74e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000706559
Other,2022-04-02,0.0
Other,2022-04-02,0.003110695
B.1.1.529,2022-04-02,0.021303384
Other,2022-04-02,0.000307662
BA.1.1,2022-04-02,0.188999459
BA.2,2022-04-02,0.704314888
BA.2.12.1,2022-04-02,0.081243709
Other,2022-04-02,3.79e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000700596
Other,2022-04-02,0.003092448
B.1.1.529,2022-04-02,0.020836836
Other,2022-04-02,0.000317626
BA.1.1,2022-04-02,0.192956164
BA.2,2022-04-02,0.701949537
BA.2.12.1,2022-04-02,0.082239047
Other,2022-04-02,4.1e-05
Other,2022-04-02,0.000700885
Other,2022-04-02,0.000958926
B.1.1.529,2022-04-02,0.021073336
Other,2022-04-02,0.000354964
BA.1.1,2022-04-02,0.189216718
BA.2,2022-04-02,0.703701794
BA.2.12.1,2022-04-02,0.081775188
Other,2022-04-02,0.0
Other,2022-04-02,3.77e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000709835
Other,2022-04-02,0.0
Other,2022-04-02,0.003130486
B.1.1.529,2022-04-02,0.020795608
Other,2022-04-02,0.000318677
BA.1.1,2022-04-02,0.193123147
BA.2,2022-04-02,0.701592624
BA.2.12.1,2022-04-02,0.08245647
Other,2022-04-02,4.1e-05
Other,2022-04-02,0.000710258
Other,2022-04-02,0.00096228
B.1.1.529,2022-04-02,0.020660589
Other,2022-04-02,0.00031973
BA.1.1,2022-04-02,0.185924798
BA.2,2022-04-02,0.716619551
BA.2.12.1,2022-04-02,0.074414626
Other,2022-04-02,0.002060704
B.1.1.529,2022-04-02,0.02096769
Other,2022-04-02,0.000353193
BA.1.1,2022-04-02,0.188956216
BA.2,2022-04-02,0.704321802
BA.2.12.1,2022-04-02,0.08149799
Other,2022-04-02,0.0
Other,2022-04-02,3.75e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000707286
Other,2022-04-02,0.0
Other,2022-04-02,0.003158341
B.1.1.529,2022-04-02,0.020834772
Other,2022-04-02,0.000317948
BA.1.1,2022-04-02,0.192947298
BA.2,2022-04-02,0.701870739
BA.2.12.1,2022-04-02,0.082323484
Other,2022-04-02,4.09e-05
Other,2022-04-02,0.000705367
Other,2022-04-02,0.00095953
B.1.1.529,2022-04-02,0.021261573
Other,2022-04-02,0.000354457
BA.1.1,2022-04-02,0.188839778
BA.2,2022-04-02,0.70414716
BA.2.12.1,2022-04-02,0.081557788
Other,2022-04-02,3.78e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000703501
Other,2022-04-02,0.00309791
B.1.1.529,2022-04-02,0.02057711
Other,2022-04-02,0.000283581
BA.1.1,2022-04-02,0.186637476
BA.2,2022-04-02,0.715396941
BA.2.12.1,2022-04-02,0.074950181
Other,2022-04-02,0.002154698
B.1.1.529,2022-04-02,0.020878201
Other,2022-04-02,0.000344965
BA.1.1,2022-04-02,0.189345628
BA.2,2022-04-02,0.704288721
BA.2.12.1,2022-04-02,0.081291065
Other,2022-04-02,0.0
Other,2022-04-02,3.74e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.00070466
Other,2022-04-02,0.0
Other,2022-04-02,0.003109312
B.1.1.529,2022-04-02,0.020897349
Other,2022-04-02,0.000236361
BA.1.1,2022-04-02,0.185619473
BA.2,2022-04-02,0.715934336
BA.2.12.1,2022-04-02,0.075565055
Other,2022-04-02,0.001747401
B.1.1.529,2022-04-02,0.01947435
Other,2022-04-02,0.000343891
BA.1.1,2022-04-02,0.189210474
BA.2,2022-04-02,0.705848932
BA.2.12.1,2022-04-02,0.081236996
Other,2022-04-02,0.0
Other,2022-04-02,0.0
Other,2022-04-02,3.74e-05
Other,2022-04-02,0.0
Other,2022-04-02,0.000706317
Other,2022-04-02,0.0
Other,2022-04-02,0.0
Other,2022-04-02,0.0
Other,2022-04-02,0.003141657
B.1.1.529,2022-03-26,0.04372232
Other,2022-03-26,0.000766561
BA.1.1,2022-03-26,0.325950384
BA.2,2022-03-26,0.588682473
BA.2.12.1,2022-03-26,0.039390985
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000448769
Other,2022-03-26,0.001038519
B.1.1.529,2022-03-26,0.043739252
Other,2022-03-26,0.000764139
BA.1.1,2022-03-26,0.326146871
BA.2,2022-03-26,0.588935912
BA.2.12.1,2022-03-26,0.039368175
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.001045677
B.1.1.529,2022-03-26,0.042298015
Other,2022-03-26,0.000781471
BA.1.1,2022-03-26,0.330135852
BA.2,2022-03-26,0.586838841
BA.2.12.1,2022-03-26,0.039707452
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.00023839
BA.1.1,2022-03-26,0.381718904
BA.2,2022-03-26,0.572914124
Other,2022-03-26,7.99e-09
B.1.1.529,2022-03-26,0.045365676
Other,2022-03-26,1.28e-06
BA.1.1,2022-03-26,0.403522164
BA.2,2022-03-26,0.5494923
Other,2022-03-26,8.69e-09
B.1.1.529,2022-03-26,0.046985526
Other,2022-03-26,3.45e-09
B.1.1.529,2022-03-26,0.057781406
Other,2022-03-26,0.00046334
BA.1.1,2022-03-26,0.300988972
BA.2,2022-03-26,0.607284367
BA.2.12.1,2022-03-26,0.033430863
Other,2022-03-26,5.1e-05
B.1.1.529,2022-03-26,0.041310623
Other,2022-03-26,0.000541505
BA.1.1,2022-03-26,0.324487209
BA.2,2022-03-26,0.597738564
BA.2.12.1,2022-03-26,0.035322502
Other,2022-03-26,0.000599632
B.1.1.529,2022-03-26,0.042061687
Other,2022-03-26,0.000689534
BA.1.1,2022-03-26,0.324545562
BA.2,2022-03-26,0.59772867
BA.2.12.1,2022-03-26,0.033292327
Other,2022-03-26,0.001682187
B.1.1.529,2022-03-26,0.042648073
Other,2022-03-26,0.00076729
BA.1.1,2022-03-26,0.325473577
BA.2,2022-03-26,0.590693295
BA.2.12.1,2022-03-26,0.03940393
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.001013826
B.1.1.529,2022-03-26,0.041953873
Other,2022-03-26,0.00068361
BA.1.1,2022-03-26,0.3241705
BA.2,2022-03-26,0.597687006
BA.2.12.1,2022-03-26,0.033837888
Other,2022-03-26,0.001667093
B.1.1.529,2022-03-26,0.043717619
Other,2022-03-26,0.000763199
BA.1.1,2022-03-26,0.325854331
BA.2,2022-03-26,0.589261711
BA.2.12.1,2022-03-26,0.039352726
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.001050442
B.1.1.529,2022-03-26,0.055449445
Other,2022-03-26,0.000468141
BA.1.1,2022-03-26,0.286539018
BA.2,2022-03-26,0.657543421
Other,2022-03-26,0.0
B.1.1.529,2022-03-26,0.043725222
Other,2022-03-26,0.000765185
BA.1.1,2022-03-26,0.325858295
BA.2,2022-03-26,0.589258432
BA.2.12.1,2022-03-26,0.039348919
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.001043945
B.1.1.529,2022-03-26,0.042150266
Other,2022-03-26,0.000784579
BA.1.1,2022-03-26,0.330435485
BA.2,2022-03-26,0.590156078
BA.2.12.1,2022-03-26,0.036235165
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000238454
B.1.1.529,2022-03-26,0.041712105
Other,2022-03-26,0.000762298
BA.1.1,2022-03-26,0.325070471
BA.2,2022-03-26,0.591353536
BA.2.12.1,2022-03-26,0.039533302
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000448699
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.001119584
B.1.1.529,2022-03-26,0.042309634
Other,2022-03-26,0.000782156
BA.1.1,2022-03-26,0.330357522
BA.2,2022-03-26,0.586532831
BA.2.12.1,2022-03-26,0.039782129
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000235695
B.1.1.529,2022-03-26,0.043492638
Other,2022-03-26,0.000767243
BA.1.1,2022-03-26,0.326394141
BA.2,2022-03-26,0.588065743
BA.2.12.1,2022-03-26,0.039798312
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000450687
Other,2022-03-26,0.001031225
B.1.1.529,2022-03-26,0.043762907
Other,2022-03-26,0.000766217
BA.1.1,2022-03-26,0.325799972
BA.2,2022-03-26,0.588416696
BA.2.12.1,2022-03-26,0.039770804
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000446785
Other,2022-03-26,0.001036605
B.1.1.529,2022-03-26,0.043177649
Other,2022-03-26,0.000762809
BA.1.1,2022-03-26,0.325443476
BA.2,2022-03-26,0.589622617
BA.2.12.1,2022-03-26,0.039522406
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000450403
Other,2022-03-26,0.0
Other,2022-03-26,0.001020668
B.1.1.529,2022-03-26,0.043826733
Other,2022-03-26,0.000766216
BA.1.1,2022-03-26,0.325973034
BA.2,2022-03-26,0.58852309
BA.2.12.1,2022-03-26,0.039428052
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000447794
Other,2022-03-26,0.001035097
B.1.1.529,2022-03-26,0.042265277
Other,2022-03-26,0.000780525
BA.1.1,2022-03-26,0.329921246
BA.2,2022-03-26,0.587057352
BA.2.12.1,2022-03-26,0.039738435
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000237195
B.1.1.529,2022-03-26,0.043522
Other,2022-03-26,0.000768638
BA.1.1,2022-03-26,0.326579124
BA.2,2022-03-26,0.587812722
BA.2.12.1,2022-03-26,0.039834496
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000453085
Other,2022-03-26,0.0
Other,2022-03-26,0.001029942
B.1.1.529,2022-03-26,0.042333327
Other,2022-03-26,0.000782107
BA.1.1,2022-03-26,0.330371022
BA.2,2022-03-26,0.586552739
BA.2.12.1,2022-03-26,0.039724063
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000236762
B.1.1.529,2022-03-26,0.041981004
Other,2022-03-26,0.000772036
BA.1.1,2022-03-26,0.3234694
BA.2,2022-03-26,0.598285735
BA.2.12.1,2022-03-26,0.033829425
Other,2022-03-26,0.001662373
B.1.1.529,2022-03-26,0.043508634
Other,2022-03-26,0.000765195
BA.1.1,2022-03-26,0.326457679
BA.2,2022-03-26,0.588049173
BA.2.12.1,2022-03-26,0.039743435
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000451567
Other,2022-03-26,0.0
Other,2022-03-26,0.00102433
B.1.1.529,2022-03-26,0.042285208
Other,2022-03-26,0.00078118
BA.1.1,2022-03-26,0.33011654
BA.2,2022-03-26,0.586825609
BA.2.12.1,2022-03-26,0.039755005
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000236451
B.1.1.529,2022-03-26,0.043787286
Other,2022-03-26,0.000766754
BA.1.1,2022-03-26,0.325953871
BA.2,2022-03-26,0.588223577
BA.2.12.1,2022-03-26,0.039786097
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000449045
Other,2022-03-26,0.001033354
B.1.1.529,2022-03-26,0.042308282
Other,2022-03-26,0.00064188
BA.1.1,2022-03-26,0.324236065
BA.2,2022-03-26,0.597673237
BA.2.12.1,2022-03-26,0.033464104
Other,2022-03-26,0.001676471
B.1.1.529,2022-03-26,0.043184333
Other,2022-03-26,0.000762547
BA.1.1,2022-03-26,0.325391293
BA.2,2022-03-26,0.58966893
BA.2.12.1,2022-03-26,0.039521407
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000449266
Other,2022-03-26,0.0
Other,2022-03-26,0.001022248
B.1.1.529,2022-03-26,0.041499525
Other,2022-03-26,0.000530828
BA.1.1,2022-03-26,0.324359566
BA.2,2022-03-26,0.597702146
BA.2.12.1,2022-03-26,0.035323102
Other,2022-03-26,0.000584848
B.1.1.529,2022-03-26,0.041724559
Other,2022-03-26,0.000762677
BA.1.1,2022-03-26,0.325129747
BA.2,2022-03-26,0.591217935
BA.2.12.1,2022-03-26,0.039597869
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.000450295
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.0
Other,2022-03-26,0.001116929
B.1.1.529,2022-03-19,0.073217921
Other,2022-03-19,0.001414871
BA.1.1,2022-03-19,0.497499257
BA.2,2022-03-19,0.408972383
BA.2.12.1,2022-03-19,0.017101401
Other,2022-03-19,0.0
Other,2022-03-19,0.0
Other,2022-03-19,0.0
Other,2022-03-19,0.001794159
B.1.1.529,2022-03-19,0.073179811
Other,2022-03-19,0.001409905
BA.1.1,2022-03-19,0.497317672
BA.2,2022-03-19,0.40919438
BA.2.12.1,2022-03-19,0.017100019
Other,2022-03-19,0.0
Other,2022-03-19,0.0
Other,2022-03-19,0.0
Other,2022-03-19,0.001798209
B.1.1.529,2022-03-19,0.074691273
Other,2022-03-19,0.001334813
BA.1.1,2022-03-19,0.501061559
BA.2,2022-03-19,0.404941052
BA.2.12.1,2022-03-19,0.017017465
Other,2022-03-19,0.0
Other,2022-03-19,0.0
Other,2022-03-19,0.000953834
BA.1.1,2022-03-19,0.535445988
BA.2,2022-03-19,0.389798015
Other,2022-03-19,4.51e-08
B.1.1.529,2022-03-19,0.074755937
Other,2022-03-19,1.45e-08
B.1.1.529,2022-03-19,0.09726651
Other,2022-03-19,0.001347822
BA.1.1,2022-03-19,0.475081354
BA.2,2022-03-19,0.410633653
BA.2.12.1,2022-03-19,0.01547843
Other,2022-03-19,0.000192205
B.1.1.529,2022-03-19,0.073340461
Other,2022-03-19,0.001314436
BA.1.1,2022-03-19,0.496729195
BA.2,2022-03-19,0.410678506
BA.2.12.1,2022-03-19,0.016238857
Other,2022-03-19,0.001698555
B.1.1.529,2022-03-19,0.092191622
Other,2022-03-19,0.001188544
BA.1.1,2022-03-19,0.482620478
BA.2,2022-03-19,0.423709065
Other,2022-03-19,0.000290291
B.1.1.529,2022-03-19,0.073947243
Other,2022-03-19,0.001338237
BA.1.1,2022-03-19,0.494242698
BA.2,2022-03-19,0.413743436
BA.2.12.1,2022-03-19,0.014995108
Other,2022-03-19,0.001733281
B.1.1.529,2022-03-19,0.072986804
Other,2022-03-19,0.001415765
BA.1.1,2022-03-19,0.495790511
BA.2,2022-03-19,0.410985231
BA.2.12.1,2022-03-19,0.01706728
Other,2022-03-19,0.0
Other,2022-03-19,0.0
Other,2022-03-19,0.001754386
